Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,killjoy,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,gekko,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,vyse,6%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,breach,31%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,deadlock,22%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,astra,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,brimstone,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,iso,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,chamber,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,sage,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,tejo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,phoenix,11%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,skye,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,waylay,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,harbor,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,clove,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,reyna,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,omen,100%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,sova,97%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,viper,25%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,cypher,75%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,fade,3%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,yoru,47%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,raze,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,jett,6%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,kayo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,neon,50%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,killjoy,22%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,gekko,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,vyse,3%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,breach,31%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,deadlock,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,astra,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,brimstone,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,iso,34%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,chamber,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,sage,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,tejo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,phoenix,6%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,skye,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,waylay,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,harbor,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,clove,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,reyna,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,omen,100%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,sova,16%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,viper,47%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,cypher,34%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,fade,78%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,yoru,38%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,raze,84%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,jett,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,kayo,6%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,neon,16%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,killjoy,9%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,gekko,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,vyse,31%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,breach,16%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,deadlock,16%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,astra,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,brimstone,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,iso,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,chamber,9%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,sage,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,tejo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,phoenix,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,skye,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,waylay,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,harbor,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,clove,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,reyna,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,omen,92%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,sova,13%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,viper,54%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,cypher,29%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,fade,96%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,yoru,46%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,raze,13%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,jett,8%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,kayo,29%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,neon,29%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,killjoy,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,gekko,29%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,vyse,17%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,breach,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,deadlock,13%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,astra,13%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,brimstone,4%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,iso,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,chamber,4%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,sage,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,tejo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,phoenix,4%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,skye,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,waylay,8%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,harbor,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,clove,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,reyna,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,omen,42%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,sova,88%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,viper,100%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,cypher,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,fade,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,yoru,8%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,raze,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,jett,83%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,kayo,25%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,neon,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,killjoy,100%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,gekko,13%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,vyse,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,breach,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,deadlock,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,astra,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,brimstone,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,iso,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,chamber,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,sage,38%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,tejo,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,phoenix,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,skye,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,waylay,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,harbor,4%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,clove,0%
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,viper,60%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,neon,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,fade,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,yoru,40%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,vyse,40%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,cypher,30%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,sova,30%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,raze,30%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,chamber,20%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,skye,20%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,sage,10%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,killjoy,10%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,jett,10%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,kayo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,All Maps,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,viper,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,neon,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,fade,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,yoru,75%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,vyse,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,cypher,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,sova,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,raze,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,chamber,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,skye,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,sage,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,killjoy,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,jett,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,kayo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Haven,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,viper,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,neon,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,fade,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,yoru,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,vyse,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,cypher,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,sova,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,raze,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,chamber,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,skye,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,sage,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,killjoy,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,jett,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,kayo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Corrode,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,viper,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,neon,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,fade,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,yoru,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,vyse,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,cypher,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,sova,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,raze,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,chamber,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,skye,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,sage,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,killjoy,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,jett,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,kayo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Lotus,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,viper,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,neon,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,fade,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,yoru,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,vyse,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,cypher,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,sova,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,raze,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,chamber,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,skye,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,sage,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,killjoy,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,jett,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,kayo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,Sunset,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,viper,75%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,omen,67%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,fade,58%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,raze,42%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,vyse,33%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,sova,33%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,neon,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,sage,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,killjoy,17%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,brimstone,17%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,waylay,17%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,kayo,17%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,tejo,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,skye,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,yoru,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,breach,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,jett,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,iso,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,deadlock,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,cypher,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,chamber,8%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,All Maps,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,viper,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,omen,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,fade,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,raze,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,vyse,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,sova,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,neon,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,sage,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,killjoy,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,brimstone,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,waylay,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,kayo,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,tejo,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,skye,25%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,yoru,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,jett,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,deadlock,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,cypher,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,chamber,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Corrode,astra,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,viper,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,omen,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,fade,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,raze,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,vyse,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,sova,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,neon,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,sage,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,killjoy,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,brimstone,100%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,waylay,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,kayo,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,tejo,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,skye,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,yoru,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,breach,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,jett,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,iso,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,deadlock,50%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,cypher,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,chamber,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,phoenix,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,reyna,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,harbor,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,gekko,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,clove,0%
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Bind,astra,0%
