tournament,stage,match_type,match_name,map,elimination,detonated,defused,time_expiry_no_plant,eliminated,defused_failed,detonation_denied,time_expiry_failed_to_plant,team_id
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,6,3,4,0,6,1,3,0,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,Haven,7,1,3,0,6,2,5,0,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Lotus,12,0,1,1,11,0,1,0,397
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Ascent,1,0,0,0,7,0,6,0,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Sunset,3,0,0,0,10,1,2,0,6199
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Lotus,3,1,2,0,11,0,2,0,11060
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Lotus,7,1,5,0,2,0,3,1,878
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Ascent,4,1,1,2,8,2,2,1,1119
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,6,3,0,0,5,5,2,1,12010
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,1,1,1,0,12,0,1,0,2
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl,11,1,1,0,7,0,3,0,12010
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Lotus,8,1,4,0,3,0,1,0,12685
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,4,1,0,0,11,2,0,0,1120
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Abyss,6,4,3,0,8,0,3,0,11981
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,4,2,0,0,9,2,2,0,12010
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Lotus,7,0,3,2,9,0,5,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,4,2,3,0,11,2,0,0,6961
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Haven,8,1,5,0,3,4,5,0,2359
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Haven,6,4,3,0,2,5,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Bind,5,0,4,0,11,0,1,1,2355
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Ascent,8,2,1,1,8,2,3,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,Sunset,10,1,2,0,5,0,1,0,14
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,6,0,2,1,11,0,2,0,11060
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Icebox,7,0,2,0,9,1,3,0,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Lotus,5,0,2,2,9,1,2,1,1001
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,4,1,2,0,8,2,3,0,5248
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,4,1,1,0,11,1,0,1,1120
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,8,4,1,0,2,1,2,1,918
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,9,1,1,2,3,4,1,1,
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Split,5,6,2,0,4,1,2,0,2
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Lotus,4,1,2,1,8,1,3,1,5248
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Haven,8,0,5,0,4,1,3,0,2359
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,8,2,3,0,3,2,3,1,2
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Lotus,11,1,1,0,1,0,1,0,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Icebox,3,0,3,0,8,3,2,0,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Icebox,7,0,3,0,11,0,2,0,1184
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Icebox,8,3,2,0,1,1,4,0,17
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Ascent,4,0,0,0,10,0,2,1,2406
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,6,4,3,1,9,1,2,0,5248
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Lotus,8,0,3,0,8,0,4,1,13790
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,12,0,1,0,7,0,0,0,11981
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Lotus,3,0,0,0,11,0,2,0,12685
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Corrode,12,1,0,0,5,0,1,1,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,1,0,0,0,9,0,4,0,7386
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Icebox,4,0,0,0,4,1,8,0,13790
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Fracture,4,1,0,0,9,0,4,0,11981
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Icebox,7,0,2,1,8,1,3,1,14137
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,8,1,0,0,10,3,0,0,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,14,0,2,0,13,1,4,0,474
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,8,2,2,0,8,3,3,0,2359
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Bind,4,0,0,0,9,3,1,0,8185
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,10,0,3,0,8,0,2,1,11058
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,11,2,0,0,8,0,2,0,624
VCT 2025: Pacific Stage 2,Showmatch,Main Event,Team World vs Glory Once Again,Corrode,7,0,1,0,12,0,1,0,19507
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Lotus,8,2,2,1,7,2,1,0,2059
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Fracture,6,2,0,0,12,1,0,0,13576
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Lotus,9,1,3,0,5,0,1,0,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Bind,7,0,5,1,7,1,3,0,12010
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,5,0,4,0,8,2,2,1,12010
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,9,2,2,0,6,2,2,1,624
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Corrode,10,2,0,1,5,0,2,0,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Haven,1,0,1,1,12,1,0,0,731
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Corrode,8,1,1,0,11,0,1,1,11981
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Split,7,0,1,1,9,1,3,0,1184
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Icebox,4,6,1,0,6,3,4,0,474
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,4,1,2,1,6,1,6,0,1001
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent,12,0,1,0,2,2,1,0,12010
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,8,2,3,0,2,0,2,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,5,3,2,3,5,1,2,0,397
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,7,1,5,0,6,0,1,0,1184
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Split,3,0,2,1,9,1,2,1,13790
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Lotus,1,2,2,0,8,5,0,0,11060
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Ascent,10,1,2,0,7,1,2,0,13790
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,10,2,1,0,11,0,0,0,4915
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,9,0,2,0,9,1,3,0,918
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Lotus,5,1,3,0,6,2,5,0,918
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox,4,2,2,0,7,2,3,1,878
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Icebox,11,0,2,0,2,0,1,0,14137
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Fracture,6,2,2,0,9,2,1,1,14137
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Lotus,8,3,2,0,3,0,1,0,12010
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,2,0,2,0,8,2,3,0,5248
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,8,0,1,0,10,0,3,0,14419
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,11,2,0,0,2,2,0,0,878
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,8,3,3,0,8,2,2,0,7386
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,3,1,1,0,10,0,2,1,12010
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,9,3,1,0,1,0,1,0,7386
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,10,1,2,0,3,0,1,2,624
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Corrode,5,1,1,2,5,2,3,3,2355
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,8,1,4,0,2,1,1,0,2
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,3,0,1,0,10,2,1,0,19708
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,8,0,4,1,8,1,2,0,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,9,0,3,1,7,0,3,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,9,1,1,2,6,0,1,0,474
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,5,2,5,0,9,0,4,1,1001
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Haven,6,0,0,0,8,0,5,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,4,1,3,0,8,1,4,0,466
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Corrode,4,1,3,2,11,1,1,0,731
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Haven,11,1,4,0,13,0,1,0,13790
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Haven,10,0,3,0,6,1,2,1,11981
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Lotus,6,0,7,0,2,0,0,0,624
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Fracture,4,2,0,0,6,2,5,0,13576
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,9,0,4,0,3,1,2,0,2355
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,10,0,3,0,10,2,2,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Split,4,1,2,0,5,6,2,0,7386
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,Lotus,7,2,3,1,7,1,1,0,11058
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,6,2,5,0,7,0,1,0,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,6,0,1,0,9,1,1,2,4915
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Sunset,8,2,2,0,9,2,3,0,8304
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Haven,12,1,0,0,1,0,1,1,1120
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,5,2,1,1,5,4,4,0,2
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Icebox,9,0,4,0,2,1,0,0,731
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,12,1,0,0,6,0,2,0,1120
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Split,6,3,1,0,8,3,2,0,6961
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,5,0,2,1,11,0,2,0,14419
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,10,3,0,0,0,0,1,0,2059
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,5,1,1,0,4,1,7,1,2059
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Haven,7,1,3,2,8,0,2,0,11981
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Abyss,6,1,5,1,5,1,1,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Haven,7,2,1,0,8,4,1,0,5248
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Lotus,7,2,5,1,7,2,4,0,
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,10,0,0,0,8,3,2,0,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,9,0,2,2,6,1,0,0,2593
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Haven,6,4,2,0,9,2,2,1,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,7,1,5,0,3,2,1,0,878
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Sunset,5,2,4,0,10,1,1,1,12010
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,5,0,1,0,6,0,5,2,13581
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Icebox,8,3,2,0,3,0,3,0,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Split,10,0,4,0,9,0,0,3,5448
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,5,2,3,0,9,1,1,2,7035
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,4,1,0,0,6,5,2,0,12694
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,6,1,0,0,11,0,1,1,1001
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Split,9,3,1,0,2,3,1,0,2359
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Lotus,6,1,1,1,13,0,0,0,11328
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Abyss,3,0,1,0,6,3,3,1,12010
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Abyss,8,1,4,0,5,1,0,1,8185
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Bind,12,0,1,0,5,1,0,0,14419
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,7,1,5,0,6,1,1,1,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Split,0,0,0,0,0,0,0,0,474
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Fracture,9,0,4,0,2,0,1,0,14
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,2,0,2,0,8,0,2,3,1119
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,2,0,1,1,6,3,4,0,120
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,Ascent,10,2,0,1,7,1,1,0,1001
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Lotus,6,3,4,0,8,1,1,0,13790
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Haven,12,0,1,0,4,0,1,0,14
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven,8,1,2,0,4,7,2,0,13576
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Icebox,2,0,0,0,11,1,1,0,11981
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Icebox,8,2,3,0,5,3,0,0,2355
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Haven,7,2,4,0,2,2,0,0,14
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,9,3,1,0,3,2,6,0,14
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,5,0,3,1,10,0,3,0,5448
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,7,1,3,0,9,1,2,1,11060
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,2,1,2,0,8,3,2,0,120
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,6,4,3,0,6,3,0,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Lotus,10,0,2,1,0,3,0,0,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,12,0,1,0,6,0,2,0,14
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Haven,8,2,2,1,2,2,1,1,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Lotus,10,1,1,0,9,3,1,1,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Fracture,9,0,4,0,6,0,3,0,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Icebox,5,3,2,0,10,1,2,0,11060
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Icebox,8,1,2,0,4,2,7,0,11328
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Ascent,13,0,0,0,3,0,0,1,12010
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Lotus,8,2,4,0,9,0,2,1,13581
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Pearl,7,1,3,2,4,3,2,0,188
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,9,0,3,1,1,0,0,0,474
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,9,1,3,0,5,2,2,0,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Lotus,9,3,1,0,5,0,2,0,7035
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Haven,9,3,1,0,3,3,2,0,2359
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Fracture,7,0,4,0,10,0,2,1,731
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Bind,8,1,3,1,3,3,2,1,624
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,9,3,1,0,3,0,1,0,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Corrode,10,3,1,0,7,1,4,0,120
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Sunset,8,0,5,0,6,1,1,0,6199
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,Sunset,6,0,2,0,8,2,3,0,14
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Haven,6,0,2,1,10,0,3,0,13576
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Bind,4,1,7,1,2,1,2,0,13581
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Split,7,0,1,0,10,1,2,0,1184
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Fracture,5,1,4,1,8,1,4,0,878
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Pearl,12,1,5,0,12,0,4,0,11058
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,11,1,1,0,6,2,2,0,474
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Fracture,4,2,0,1,10,1,1,1,14137
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,11,2,3,0,8,2,3,0,14
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,8,0,2,0,8,0,5,0,14
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,8,0,5,0,5,1,0,0,2355
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Bind,11,0,3,0,6,3,3,0,474
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Corrode,7,0,3,0,10,0,1,2,1120
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Ascent,11,1,0,1,10,0,1,0,1120
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Haven,1,0,2,0,11,0,2,0,14419
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Haven,7,4,2,0,1,1,1,0,1001
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Lotus,10,1,0,2,0,1,4,0,17
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Pearl,6,0,3,0,10,0,2,1,
VCT 2025: Americas Stage 1,Group Stage,Week 4,FURIA vs Cloud9,Pearl,5,0,7,1,1,0,0,0,188
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,1,0,5,0,8,3,2,0,2593
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,5,0,2,0,8,2,2,1,2406
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Ascent,7,3,3,0,4,1,1,0,11058
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Corrode,5,0,2,0,10,2,0,1,1119
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,9,1,3,0,5,0,3,0,13581
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Lotus,7,1,1,0,9,1,3,0,14137
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,11,1,1,0,6,1,1,1,12010
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Lotus,9,1,2,1,4,1,2,0,12685
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,Pearl,4,0,3,2,10,0,3,0,13790
VCT 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Lotus,9,0,1,0,8,4,0,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Haven,4,3,4,0,5,4,3,1,7386
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,2,2,2,0,7,3,3,0,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,8,3,2,0,7,1,2,1,6961
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Lotus,9,2,2,0,5,0,3,0,11058
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,8,2,4,0,9,1,2,0,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,8,2,0,0,7,5,1,0,2593
