tournament,stage,match_type,match_name,action,map,team_id
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,ban,Haven,11328
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,ban,Fracture,12694
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,ban,Abyss,15072
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,pick,Haven,13581
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,ban,Split,1120
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,pick,Haven,120
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,ban,Bind,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,ban,Ascent,2355
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,pick,Corrode,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,ban,Ascent,878
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,ban,Ascent,1120
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,pick,Lotus,12685
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,pick,Split,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,ban,Haven,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,ban,Fracture,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,pick,Pearl,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,pick,Haven,878
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,ban,Icebox,12064
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,ban,Split,474
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,ban,Pearl,474
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,pick,Fracture,624
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,ban,Haven,188
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,ban,Sunset,8877
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,ban,Icebox,11328
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,pick,Lotus,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,ban,Lotus,466
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,pick,Split,918
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,pick,Lotus,11981
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,ban,Pearl,14137
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,pick,Pearl,7386
VCT 2025: Americas Stage 1,Group Stage,Week 2,LOUD vs 2Game Esports,ban,Fracture,15072
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,ban,Fracture,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,ban,Pearl,17
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,ban,Split,2406
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,ban,Split,12685
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,ban,Lotus,474
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,pick,Haven,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,ban,Haven,
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,ban,Icebox,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,ban,Ascent,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,ban,Lotus,397
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,ban,Haven,397
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,pick,Sunset,14419
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,ban,Ascent,14137
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,ban,Corrode,12685
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,ban,Icebox,13790
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,pick,Split,918
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,ban,Lotus,12010
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,ban,Fracture,1120
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,pick,Fracture,2355
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,pick,Fracture,5248
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,ban,Bind,8185
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,ban,Haven,8185
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,pick,Lotus,1120
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,ban,Ascent,188
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,ban,Haven,11058
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,pick,Bind,11058
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,pick,Ascent,397
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,ban,Haven,624
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,ban,Lotus,11328
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,ban,Pearl,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,ban,Lotus,397
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,ban,Lotus,2059
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,ban,Split,8304
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,ban,Fracture,1119
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,ban,Ascent,731
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,ban,Lotus,12010
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,ban,Haven,12064
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,ban,Split,11058
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,ban,Lotus,14
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,ban,Icebox,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,ban,Icebox,188
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,pick,Corrode,14137
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,ban,Bind,11328
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,pick,Icebox,8877
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,pick,Lotus,1001
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,ban,Pearl,12685
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ban,Bind,5448
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,ban,Pearl,17
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,pick,Lotus,14
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,ban,Split,12685
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,ban,Abyss,624
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,ban,Abyss,1001
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,pick,Sunset,474
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,pick,Lotus,17
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,ban,Ascent,2059
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,ban,Fracture,12064
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,pick,Pearl,2
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,ban,Haven,2
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,pick,Lotus,12010
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,pick,Fracture,13576
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,ban,Lotus,7386
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,ban,Abyss,7386
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,pick,Bind,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,pick,Icebox,188
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,ban,Icebox,624
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,ban,Lotus,1120
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,ban,Corrode,12064
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,ban,Bind,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,ban,Sunset,731
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,ban,Split,13790
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,ban,Lotus,12010
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,pick,Icebox,13576
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,ban,Pearl,7386
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,ban,Haven,1184
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,ban,Haven,466
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,ban,Haven,5248
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,pick,Lotus,12685
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,pick,Abyss,7386
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,pick,Lotus,
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,ban,Bind,11981
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,ban,Bind,731
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,pick,Haven,474
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,pick,Ascent,17
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,pick,Lotus,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,ban,Haven,1184
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,ban,Fracture,397
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,pick,Pearl,624
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,ban,Pearl,1120
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,pick,Fracture,14137
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,pick,Abyss,12685
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,ban,Lotus,7386
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,pick,Ascent,11058
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,ban,Icebox,6199
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,ban,Bind,17
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,ban,Icebox,13581
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,pick,Lotus,2
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,ban,Sunset,11058
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,ban,Pearl,4915
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,ban,Lotus,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ban,Haven,624
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,pick,Abyss,8185
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,ban,Corrode,15072
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,ban,Icebox,11479
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,ban,Ascent,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,pick,Lotus,5448
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,pick,Lotus,624
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,ban,Haven,12010
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,pick,Pearl,13790
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,pick,Split,1120
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,ban,Pearl,278
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,ban,Bind,278
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,ban,Corrode,7386
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,ban,Ascent,2
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,pick,Icebox,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,ban,Icebox,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,ban,Sunset,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,ban,Fracture,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,pick,Icebox,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,pick,Icebox,4915
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,pick,Fracture,278
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,ban,Pearl,8185
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,pick,Ascent,878
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,ban,Haven,188
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,ban,Fracture,6961
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,ban,Abyss,14
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,ban,Abyss,2059
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,ban,Bind,2359
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,ban,Split,13576
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,ban,Corrode,624
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,pick,Lotus,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,ban,Split,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,ban,Icebox,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,ban,Split,878
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,ban,Lotus,14137
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,pick,Haven,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,pick,Fracture,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,ban,Haven,14419
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,pick,Abyss,278
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,ban,Icebox,14419
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,ban,Ascent,731
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,ban,Haven,11981
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,ban,Icebox,11981
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,ban,Split,466
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,ban,Haven,11981
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,pick,Pearl,2359
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,ban,Ascent,6961
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,ban,Lotus,474
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,pick,Split,2359
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,ban,Abyss,14419
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,ban,Corrode,624
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,ban,Sunset,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,ban,Corrode,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,ban,Lotus,4915
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,pick,Icebox,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,pick,Haven,466
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,pick,Split,17
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,ban,Split,1120
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,ban,Icebox,12685
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,ban,Icebox,188
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,pick,Split,1120
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,ban,Fracture,918
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,ban,Bind,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,ban,Ascent,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,ban,Corrode,5248
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,ban,Bind,2406
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,ban,Bind,2359
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,ban,Sunset,918
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,pick,Bind,11328
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,pick,Lotus,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,ban,Ascent,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,pick,Haven,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,ban,Haven,7035
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,ban,Pearl,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,ban,Ascent,624
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,ban,Icebox,17
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ban,Pearl,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,ban,Pearl,8185
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,ban,Ascent,731
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,pick,Fracture,731
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,ban,Icebox,1119
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,ban,Fracture,12064
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,ban,Pearl,120
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,ban,Haven,5248
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,ban,Pearl,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,ban,Pearl,474
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,ban,Haven,397
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,pick,Bind,474
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,pick,Split,13790
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,ban,Fracture,11981
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,ban,Bind,11328
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,pick,Pearl,13576
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,ban,Sunset,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,ban,Bind,15072
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,ban,Ascent,7386
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,pick,Icebox,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,pick,Haven,278
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,pick,Sunset,474
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,ban,Icebox,7035
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,ban,Split,8304
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,ban,Pearl,14137
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,ban,Haven,12064
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,ban,Ascent,6961
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,ban,Lotus,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,ban,Lotus,2593
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,ban,Bind,8185
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,pick,Sunset,624
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,pick,Ascent,7386
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,ban,Ascent,
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,ban,Icebox,12694
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,pick,Lotus,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,pick,Sunset,2
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,ban,Pearl,474
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,ban,Ascent,13790
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,ban,Fracture,2
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,ban,Abyss,6961
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,ban,Haven,11058
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,pick,Abyss,14137
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,pick,Lotus,12010
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,ban,Lotus,2406
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,pick,Sunset,14419
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,pick,Sunset,1120
