tournament,stage,match_type,match_name,map,team_a,team_a_score,team_a_attacker_score,team_a_defender_score,team_a_overtime_score,team_b,team_b_score,team_b_attacker_score,team_b_defender_score,team_b_overtime_score,duration
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Pearl,Wolves Esports,13,10,3,0,All Gamers,7,5,2,0,1:03:01
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,Evil Geniuses,11,6,5,0,LOUD,13,7,6,0,1:02:10
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,Gen.G,13,9,4,0,DetonatioN FocusMe,6,3,3,0,52:41
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,FNATIC,11,8,3,0,Gen.G,13,9,4,0,1:08:28
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,9,4,5,0,Team Secret,13,5,8,0,50:23
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus,EDward Gaming,8,3,5,0,Titan Esports Club,13,4,9,0,1:00:07
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Haven,Bilibili Gaming,8,5,3,0,Wolves Esports,13,6,7,0,41:49
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,BBL Esports,13,7,6,0,GIANTX,5,0,5,0,43:41
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,DRX,6,4,2,0,Nongshim RedForce,13,5,8,0,45:26
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,13,7,6,0,Paper Rex,10,5,5,0,58:57
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Abyss,DRX,13,10,3,0,T1,3,1,2,0,1:00:22
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Haven,Bilibili Gaming,11,5,6,0,Xi Lai Gaming,13,6,7,0,
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Icebox,FunPlus Phoenix,13,10,3,0,Titan Esports Club,5,3,2,0,
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent,Nova Esports,13,6,7,0,EDward Gaming,11,5,6,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Bind,JDG Esports,7,4,3,0,Dragon Ranger Gaming,13,5,8,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Fracture,FunPlus Phoenix,13,7,6,0,Titan Esports Club,7,2,5,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Bind,EDward Gaming,13,7,6,0,Xi Lai Gaming,10,5,5,0,
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Pearl,Nova Esports,8,4,4,0,Dragon Ranger Gaming,13,5,8,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Haven,JDG Esports,15,7,5,3,Dragon Ranger Gaming,13,7,5,1,
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Lotus,Wolves Esports,13,9,4,0,All Gamers,6,3,3,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Abyss,TYLOO,10,6,4,0,Titan Esports Club,13,7,6,0,
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Sunset,All Gamers,13,10,3,0,Xi Lai Gaming,3,1,2,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Split,Xi Lai Gaming,13,8,5,0,Wolves Esports,9,5,4,0,
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Lotus,Bilibili Gaming,13,7,6,0,TYLOO,5,0,5,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Pearl,FunPlus Phoenix,13,11,2,0,Dragon Ranger Gaming,1,0,1,0,
Valorant Masters Bangkok 2025,Showmatch,Main Event,Team International vs Team Thailand,Ascent,Team International,9,6,3,0,Team Thailand,13,7,6,0,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Bind,Trace Esports,11,7,4,0,EDward Gaming,13,8,5,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Split,Titan Esports Club,13,9,4,0,Nova Esports,3,0,3,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Abyss,Bilibili Gaming,13,4,9,0,Xi Lai Gaming,11,3,8,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Abyss,Titan Esports Club,3,2,1,0,JDG Esports,13,3,10,0,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Haven,JDG Esports,6,3,3,0,Xi Lai Gaming,13,4,9,0,
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Pearl,TYLOO,8,6,2,0,FunPlus Phoenix,13,7,6,0,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Bind,Bilibili Gaming,8,6,2,0,Trace Esports,13,7,6,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,4,1,3,0,Trace Esports,13,2,11,0,
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Fracture,JDG Esports,6,5,1,0,Xi Lai Gaming,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Abyss,FunPlus Phoenix,11,6,5,0,Dragon Ranger Gaming,13,7,6,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Split,Nova Esports,13,6,7,0,Wolves Esports,6,0,6,0,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Pearl,JDG Esports,13,7,6,0,Xi Lai Gaming,9,4,5,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,7,3,4,0,Dragon Ranger Gaming,13,4,9,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Fracture,Dragon Ranger Gaming,13,9,4,0,Nova Esports,6,3,3,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture,Wolves Esports,7,5,2,0,All Gamers,13,6,7,0,
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven,TYLOO,6,5,1,0,EDward Gaming,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Pearl,FunPlus Phoenix,13,9,4,0,Titan Esports Club,6,3,3,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Pearl,Dragon Ranger Gaming,13,8,5,0,TYLOO,6,2,4,0,
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Icebox,JDG Esports,13,6,7,0,Xi Lai Gaming,11,5,6,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Bind,All Gamers,3,2,1,0,Nova Esports,13,3,10,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Pearl,Trace Esports,13,8,5,0,Dragon Ranger Gaming,8,4,4,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,13,12,1,0,Xi Lai Gaming,0,0,0,0,
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven,FunPlus Phoenix,13,7,6,0,Titan Esports Club,6,1,5,0,
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Haven,Dragon Ranger Gaming,0,0,0,0,EDward Gaming,13,1,12,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Split,Trace Esports,13,11,2,0,All Gamers,1,0,1,0,
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Pearl,Wolves Esports,13,6,7,0,Trace Esports,10,4,6,0,
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Fracture,TYLOO,7,4,3,0,EDward Gaming,13,5,8,0,
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Lotus,All Gamers,7,4,3,0,Xi Lai Gaming,13,5,8,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Fracture,Xi Lai Gaming,8,3,5,0,Bilibili Gaming,13,4,9,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Lotus,Trace Esports,11,7,4,0,All Gamers,13,8,5,0,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,13,8,5,0,FunPlus Phoenix,9,5,4,0,
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Sunset,Xi Lai Gaming,14,7,5,2,FunPlus Phoenix,12,7,5,0,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,13,6,7,0,Trace Esports,10,4,6,0,
VCT 2025: China Stage 2,Showmatch,All-Star Match,Pure Aim vs Precise Defeat,Abyss,Pure Aim,10,5,5,0,Precise Defeat,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Fracture,Nova Esports,13,9,4,0,Wolves Esports,11,8,3,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,13,7,6,0,Wolves Esports,11,6,5,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Abyss,Trace Esports,13,9,4,0,Dragon Ranger Gaming,7,4,3,0,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Bind,JDG Esports,4,4,0,0,Xi Lai Gaming,13,5,8,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Abyss,All Gamers,8,5,3,0,Nova Esports,13,6,7,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,13,8,5,0,Bilibili Gaming,8,4,4,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,Fracture,EDward Gaming,13,9,4,0,Nova Esports,10,7,3,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Fracture,Titan Esports Club,9,7,2,0,JDG Esports,13,8,5,0,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Lotus,Bilibili Gaming,6,4,2,0,Trace Esports,13,5,8,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox,Xi Lai Gaming,9,4,5,0,Bilibili Gaming,13,5,8,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Fracture,Titan Esports Club,13,6,7,0,Nova Esports,9,3,6,0,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,12,6,6,0,Xi Lai Gaming,14,6,6,2,
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl,Trace Esports,13,10,3,0,All Gamers,11,9,2,0,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Bind,Bilibili Gaming,13,4,9,0,FunPlus Phoenix,11,3,8,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Abyss,JDG Esports,5,1,4,0,Dragon Ranger Gaming,13,2,11,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Lotus,Bilibili Gaming,13,6,7,0,Xi Lai Gaming,11,5,6,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Abyss,Xi Lai Gaming,8,3,5,0,All Gamers,13,4,9,0,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,Bilibili Gaming,6,5,1,0,EDward Gaming,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Abyss,Trace Esports,14,4,8,2,EDward Gaming,16,4,8,4,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Bind,Xi Lai Gaming,13,11,2,0,All Gamers,1,0,1,0,
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Bind,Nova Esports,7,5,2,0,Dragon Ranger Gaming,13,6,7,0,
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Split,Team Liquid,13,0,0,0,Karmine Corp,6,0,0,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,Nova Esports,8,5,3,0,Wolves Esports,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Lotus,Trace Esports,14,5,7,2,EDward Gaming,12,5,7,0,
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Lotus,Xi Lai Gaming,13,8,5,0,All Gamers,7,3,4,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Haven,Dragon Ranger Gaming,13,6,7,0,TYLOO,10,4,6,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Abyss,FunPlus Phoenix,11,6,5,0,Titan Esports Club,13,7,6,0,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,Lotus,Trace Esports,13,8,5,0,EDward Gaming,4,0,4,0,
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Haven,JDG Esports,11,4,7,0,Wolves Esports,13,5,8,0,
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Haven,TYLOO,4,3,1,0,FunPlus Phoenix,13,4,9,0,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Lotus,Xi Lai Gaming,13,9,4,0,All Gamers,4,1,3,0,
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Fracture,Wolves Esports,15,6,6,3,Trace Esports,13,6,6,1,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Fracture,Trace Esports,2,2,0,0,EDward Gaming,13,3,10,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Split,Bilibili Gaming,1,1,0,0,Trace Esports,13,2,11,0,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,12,5,7,0,EDward Gaming,14,5,7,2,
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture,Nova Esports,13,6,7,0,EDward Gaming,8,2,6,0,
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent,Bilibili Gaming,13,9,4,0,Trace Esports,5,2,3,0,
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Pearl,Dragon Ranger Gaming,9,5,4,0,EDward Gaming,13,6,7,0,
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Fracture,TYLOO,11,4,7,0,Titan Esports Club,13,5,8,0,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,Split,EDward Gaming,13,7,6,0,Nova Esports,8,3,5,0,
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Fracture,EDward Gaming,13,6,7,0,FunPlus Phoenix,7,1,6,0,
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,Dragon Ranger Gaming,13,7,6,0,Nova Esports,10,5,5,0,
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,Icebox,TYLOO,13,9,4,0,FunPlus Phoenix,6,3,3,0,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,Bind,Trace Esports,13,8,5,0,EDward Gaming,4,0,4,0,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,Bilibili Gaming,5,3,2,0,EDward Gaming,13,4,9,0,
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Haven,Xi Lai Gaming,13,10,3,0,FunPlus Phoenix,8,6,2,0,
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Fracture,Xi Lai Gaming,13,8,5,0,All Gamers,10,6,4,0,
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Ascent,All Gamers,3,2,1,0,Xi Lai Gaming,13,3,10,0,
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Pearl,JDG Esports,9,6,3,0,Wolves Esports,13,7,6,0,
